horodate_locale;puissance_W;couverture;origine
2025-01-01 00:00:00+01:00;8763,000;1,000;MESURE
2025-01-01 01:00:00+01:00;8305,000;1,000;MESURE
2025-01-01 02:00:00+01:00;8236,000;1,000;MESURE
2025-01-01 03:00:00+01:00;8213,000;1,000;MESURE
2025-01-01 04:00:00+01:00;8630,000;1,000;MESURE
2025-01-01 05:00:00+01:00;8392,000;1,000;MESURE
2025-01-01 06:00:00+01:00;8339,000;1,000;MESURE
2025-01-01 07:00:00+01:00;8426,000;1,000;MESURE
2025-01-01 08:00:00+01:00;8388,000;1,000;MESURE
2025-01-01 09:00:00+01:00;8284,000;1,000;MESURE
2025-01-01 10:00:00+01:00;7530,000;1,000;MESURE
2025-01-01 11:00:00+01:00;7894,000;1,000;MESURE
2025-01-01 12:00:00+01:00;7100,000;1,000;MESURE
2025-01-01 13:00:00+01:00;6971,000;1,000;MESURE
2025-01-01 14:00:00+01:00;7421,000;1,000;MESURE
2025-01-01 15:00:00+01:00;9077,000;1,000;MESURE
2025-01-01 16:00:00+01:00;8189,000;1,000;MESURE
2025-01-01 17:00:00+01:00;7891,000;1,000;MESURE
2025-01-01 18:00:00+01:00;10630,000;1,000;MESURE
2025-01-01 19:00:00+01:00;9352,000;1,000;MESURE
2025-01-01 20:00:00+01:00;10306,000;1,000;MESURE
2025-01-01 21:00:00+01:00;8732,000;1,000;MESURE
2025-01-01 22:00:00+01:00;8446,000;1,000;MESURE
2025-01-01 23:00:00+01:00;8353,000;1,000;MESURE
2025-01-02 00:00:00+01:00;8420,000;1,000;MESURE
2025-01-02 01:00:00+01:00;8519,000;1,000;MESURE
2025-01-02 02:00:00+01:00;8293,000;1,000;MESURE
2025-01-02 03:00:00+01:00;8239,000;1,000;MESURE
2025-01-02 04:00:00+01:00;8344,000;1,000;MESURE
2025-01-02 05:00:00+01:00;8273,000;1,000;MESURE
2025-01-02 06:00:00+01:00;8327,000;1,000;MESURE
2025-01-02 07:00:00+01:00;8351,000;1,000;MESURE
2025-01-02 08:00:00+01:00;8604,000;1,000;MESURE
2025-01-02 09:00:00+01:00;9442,000;1,000;MESURE
2025-01-02 10:00:00+01:00;7918,000;1,000;MESURE
2025-01-02 11:00:00+01:00;7667,000;1,000;MESURE
2025-01-02 12:00:00+01:00;7748,000;1,000;MESURE
2025-01-02 13:00:00+01:00;7374,000;1,000;MESURE
2025-01-02 14:00:00+01:00;7536,000;1,000;MESURE
2025-01-02 15:00:00+01:00;7694,000;1,000;MESURE
2025-01-02 16:00:00+01:00;7543,000;1,000;MESURE
2025-01-02 17:00:00+01:00;7823,000;1,000;MESURE
2025-01-02 18:00:00+01:00;7890,000;1,000;MESURE
2025-01-02 19:00:00+01:00;8120,000;1,000;MESURE
2025-01-02 20:00:00+01:00;8756,000;1,000;MESURE
2025-01-02 21:00:00+01:00;7933,000;1,000;MESURE
2025-01-02 22:00:00+01:00;7373,000;1,000;MESURE
2025-01-02 23:00:00+01:00;8113,000;1,000;MESURE
2025-01-03 00:00:00+01:00;7394,000;1,000;MESURE
2025-01-03 01:00:00+01:00;7316,000;1,000;MESURE
2025-01-03 02:00:00+01:00;7405,000;1,000;MESURE
2025-01-03 03:00:00+01:00;7437,000;1,000;MESURE
2025-01-03 04:00:00+01:00;7814,000;1,000;MESURE
2025-01-03 05:00:00+01:00;7608,000;1,000;MESURE
2025-01-03 06:00:00+01:00;7558,000;1,000;MESURE
2025-01-03 07:00:00+01:00;7676,000;1,000;MESURE
2025-01-03 08:00:00+01:00;8492,000;1,000;MESURE
2025-01-03 09:00:00+01:00;9334,000;1,000;MESURE
2025-01-03 10:00:00+01:00;8814,000;1,000;MESURE
2025-01-03 11:00:00+01:00;8796,000;1,000;MESURE
2025-01-03 12:00:00+01:00;8776,000;1,000;MESURE
2025-01-03 13:00:00+01:00;8355,000;1,000;MESURE
2025-01-03 14:00:00+01:00;9606,000;1,000;MESURE
2025-01-03 15:00:00+01:00;8316,000;1,000;MESURE
2025-01-03 16:00:00+01:00;7426,000;1,000;MESURE
2025-01-03 17:00:00+01:00;8331,000;1,000;MESURE
2025-01-03 18:00:00+01:00;8591,000;1,000;MESURE
2025-01-03 19:00:00+01:00;8108,000;1,000;MESURE
2025-01-03 20:00:00+01:00;8192,000;1,000;MESURE
2025-01-03 21:00:00+01:00;7067,000;1,000;MESURE
2025-01-03 22:00:00+01:00;6999,000;1,000;MESURE
2025-01-03 23:00:00+01:00;7145,000;1,000;MESURE
2025-01-04 00:00:00+01:00;7307,000;1,000;MESURE
2025-01-04 01:00:00+01:00;7351,000;1,000;MESURE
2025-01-04 02:00:00+01:00;7491,000;1,000;MESURE
2025-01-04 03:00:00+01:00;7779,000;1,000;MESURE
2025-01-04 04:00:00+01:00;7507,000;1,000;MESURE
2025-01-04 05:00:00+01:00;7533,000;1,000;MESURE
2025-01-04 06:00:00+01:00;8034,000;1,000;MESURE
2025-01-04 07:00:00+01:00;7786,000;1,000;MESURE
2025-01-04 08:00:00+01:00;7709,000;1,000;MESURE
2025-01-04 09:00:00+01:00;7585,000;1,000;MESURE
2025-01-04 10:00:00+01:00;7884,000;1,000;MESURE
2025-01-04 11:00:00+01:00;7176,000;1,000;MESURE
2025-01-04 12:00:00+01:00;6974,000;1,000;MESURE
2025-01-04 13:00:00+01:00;6838,000;1,000;MESURE
2025-01-04 14:00:00+01:00;7622,000;1,000;MESURE
2025-01-04 15:00:00+01:00;7678,000;1,000;MESURE
2025-01-04 16:00:00+01:00;8065,000;1,000;MESURE
2025-01-04 17:00:00+01:00;8787,000;1,000;MESURE
2025-01-04 18:00:00+01:00;8504,000;1,000;MESURE
2025-01-04 19:00:00+01:00;9460,000;1,000;MESURE
2025-01-04 20:00:00+01:00;8784,000;1,000;MESURE
2025-01-04 21:00:00+01:00;9523,000;1,000;MESURE
2025-01-04 22:00:00+01:00;9313,000;1,000;MESURE
2025-01-04 23:00:00+01:00;8344,000;1,000;MESURE
2025-01-05 00:00:00+01:00;8427,000;1,000;MESURE
2025-01-05 01:00:00+01:00;8291,000;1,000;MESURE
2025-01-05 02:00:00+01:00;8313,000;1,000;MESURE
2025-01-05 03:00:00+01:00;8313,000;1,000;MESURE
2025-01-05 04:00:00+01:00;7909,000;1,000;MESURE
2025-01-05 05:00:00+01:00;8042,000;1,000;MESURE
2025-01-05 06:00:00+01:00;8000,000;1,000;MESURE
2025-01-05 07:00:00+01:00;7883,000;1,000;MESURE
2025-01-05 08:00:00+01:00;7791,000;1,000;MESURE
2025-01-05 09:00:00+01:00;7763,000;1,000;MESURE
2025-01-05 10:00:00+01:00;7965,000;1,000;MESURE
2025-01-05 11:00:00+01:00;7270,000;1,000;MESURE
2025-01-05 12:00:00+01:00;7201,000;1,000;MESURE
2025-01-05 13:00:00+01:00;7590,000;1,000;MESURE
2025-01-05 14:00:00+01:00;8029,000;1,000;MESURE
2025-01-05 15:00:00+01:00;7305,000;1,000;MESURE
2025-01-05 16:00:00+01:00;7544,000;1,000;MESURE
2025-01-05 17:00:00+01:00;7560,000;1,000;MESURE
2025-01-05 18:00:00+01:00;7553,000;1,000;MESURE
2025-01-05 19:00:00+01:00;8746,000;1,000;MESURE
2025-01-05 20:00:00+01:00;7370,000;1,000;MESURE
2025-01-05 21:00:00+01:00;7523,000;1,000;MESURE
2025-01-05 22:00:00+01:00;7595,000;1,000;MESURE
2025-01-05 23:00:00+01:00;7344,000;1,000;MESURE
2025-01-06 00:00:00+01:00;7577,000;1,000;MESURE
2025-01-06 01:00:00+01:00;7539,000;1,000;MESURE
2025-01-06 02:00:00+01:00;7670,000;1,000;MESURE
2025-01-06 03:00:00+01:00;7515,000;1,000;MESURE
2025-01-06 04:00:00+01:00;7463,000;1,000;MESURE
2025-01-06 05:00:00+01:00;8248,000;1,000;MESURE
2025-01-06 06:00:00+01:00;7496,000;1,000;MESURE
2025-01-06 07:00:00+01:00;7597,000;1,000;MESURE
2025-01-06 08:00:00+01:00;7703,000;1,000;MESURE
2025-01-06 09:00:00+01:00;8548,000;1,000;MESURE
2025-01-06 10:00:00+01:00;9518,000;1,000;MESURE
2025-01-06 11:00:00+01:00;9286,000;1,000;MESURE
2025-01-06 12:00:00+01:00;9713,000;1,000;MESURE
