horodate_locale;puissance_W;couverture;origine
2025-01-01 00:00:00+01:00;6760,000;1,000;MESURE
2025-01-01 01:00:00+01:00;6743,000;1,000;MESURE
2025-01-01 02:00:00+01:00;6703,000;1,000;MESURE
2025-01-01 03:00:00+01:00;6731,000;1,000;MESURE
2025-01-01 04:00:00+01:00;6757,000;1,000;MESURE
2025-01-01 05:00:00+01:00;7779,000;1,000;MESURE
2025-01-01 06:00:00+01:00;7780,000;1,000;MESURE
2025-01-01 07:00:00+01:00;7690,000;1,000;MESURE
2025-01-01 08:00:00+01:00;0,000;1,000;MESURE
2025-01-01 09:00:00+01:00;0,000;1,000;MESURE
2025-01-01 10:00:00+01:00;0,000;1,000;MESURE
2025-01-01 11:00:00+01:00;0,000;1,000;MESURE
2025-01-01 12:00:00+01:00;0,000;1,000;MESURE
2025-01-01 13:00:00+01:00;0,000;1,000;MESURE
2025-01-01 14:00:00+01:00;0,000;1,000;MESURE
2025-01-01 15:00:00+01:00;0,000;1,000;MESURE
2025-01-01 16:00:00+01:00;0,000;1,000;MESURE
2025-01-01 17:00:00+01:00;5103,000;1,000;MESURE
2025-01-01 18:00:00+01:00;7630,000;1,000;MESURE
2025-01-01 19:00:00+01:00;7606,000;1,000;MESURE
2025-01-01 20:00:00+01:00;7640,000;1,000;MESURE
2025-01-01 21:00:00+01:00;7689,000;1,000;MESURE
2025-01-01 22:00:00+01:00;6626,000;1,000;MESURE
2025-01-01 23:00:00+01:00;6568,000;1,000;MESURE
2025-01-02 00:00:00+01:00;6678,000;1,000;MESURE
2025-01-02 01:00:00+01:00;6644,000;1,000;MESURE
2025-01-02 02:00:00+01:00;6685,000;1,000;MESURE
2025-01-02 03:00:00+01:00;6693,000;1,000;MESURE
2025-01-02 04:00:00+01:00;6665,000;1,000;MESURE
2025-01-02 05:00:00+01:00;7720,000;1,000;MESURE
2025-01-02 06:00:00+01:00;7782,000;1,000;MESURE
2025-01-02 07:00:00+01:00;7655,000;1,000;MESURE
2025-01-02 08:00:00+01:00;0,000;1,000;MESURE
2025-01-02 09:00:00+01:00;0,000;1,000;MESURE
2025-01-02 10:00:00+01:00;0,000;1,000;MESURE
2025-01-02 11:00:00+01:00;0,000;1,000;MESURE
2025-01-02 12:00:00+01:00;0,000;1,000;MESURE
2025-01-02 13:00:00+01:00;0,000;1,000;MESURE
2025-01-02 14:00:00+01:00;0,000;1,000;MESURE
2025-01-02 15:00:00+01:00;0,000;1,000;MESURE
2025-01-02 16:00:00+01:00;0,000;1,000;MESURE
2025-01-02 17:00:00+01:00;5066,000;1,000;MESURE
2025-01-02 18:00:00+01:00;7701,000;1,000;MESURE
2025-01-02 19:00:00+01:00;7740,000;1,000;MESURE
2025-01-02 20:00:00+01:00;7809,000;1,000;MESURE
2025-01-02 21:00:00+01:00;7768,000;1,000;MESURE
2025-01-02 22:00:00+01:00;6621,000;1,000;MESURE
2025-01-02 23:00:00+01:00;6569,000;1,000;MESURE
2025-01-03 00:00:00+01:00;6645,000;1,000;MESURE
2025-01-03 01:00:00+01:00;6666,000;1,000;MESURE
2025-01-03 02:00:00+01:00;6633,000;1,000;MESURE
2025-01-03 03:00:00+01:00;6674,000;1,000;MESURE
2025-01-03 04:00:00+01:00;6667,000;1,000;MESURE
2025-01-03 05:00:00+01:00;7695,000;1,000;MESURE
2025-01-03 06:00:00+01:00;7726,000;1,000;MESURE
2025-01-03 07:00:00+01:00;7569,000;1,000;MESURE
2025-01-03 08:00:00+01:00;0,000;1,000;MESURE
2025-01-03 09:00:00+01:00;0,000;1,000;MESURE
2025-01-03 10:00:00+01:00;0,000;1,000;MESURE
2025-01-03 11:00:00+01:00;0,000;1,000;MESURE
2025-01-03 12:00:00+01:00;0,000;1,000;MESURE
2025-01-03 13:00:00+01:00;0,000;1,000;MESURE
2025-01-03 14:00:00+01:00;0,000;1,000;MESURE
2025-01-03 15:00:00+01:00;0,000;1,000;MESURE
2025-01-03 16:00:00+01:00;0,000;1,000;MESURE
2025-01-03 17:00:00+01:00;4930,000;1,000;MESURE
2025-01-03 18:00:00+01:00;7660,000;1,000;MESURE
2025-01-03 19:00:00+01:00;7664,000;1,000;MESURE
2025-01-03 20:00:00+01:00;7745,000;1,000;MESURE
2025-01-03 21:00:00+01:00;7807,000;1,000;MESURE
2025-01-03 22:00:00+01:00;6751,000;1,000;MESURE
2025-01-03 23:00:00+01:00;6698,000;1,000;MESURE
2025-01-04 00:00:00+01:00;6708,000;1,000;MESURE
2025-01-04 01:00:00+01:00;6639,000;1,000;MESURE
2025-01-04 02:00:00+01:00;6597,000;1,000;MESURE
2025-01-04 03:00:00+01:00;6592,000;1,000;MESURE
2025-01-04 04:00:00+01:00;6587,000;1,000;MESURE
2025-01-04 05:00:00+01:00;7613,000;1,000;MESURE
2025-01-04 06:00:00+01:00;7636,000;1,000;MESURE
2025-01-04 07:00:00+01:00;7643,000;1,000;MESURE
2025-01-04 08:00:00+01:00;0,000;1,000;MESURE
2025-01-04 09:00:00+01:00;0,000;1,000;MESURE
2025-01-04 10:00:00+01:00;0,000;1,000;MESURE
2025-01-04 11:00:00+01:00;0,000;1,000;MESURE
2025-01-04 12:00:00+01:00;0,000;1,000;MESURE
2025-01-04 13:00:00+01:00;0,000;1,000;MESURE
2025-01-04 14:00:00+01:00;0,000;1,000;MESURE
2025-01-04 15:00:00+01:00;0,000;1,000;MESURE
2025-01-04 16:00:00+01:00;0,000;1,000;MESURE
2025-01-04 17:00:00+01:00;4789,000;1,000;MESURE
2025-01-04 18:00:00+01:00;7663,000;1,000;MESURE
2025-01-04 19:00:00+01:00;7677,000;1,000;MESURE
2025-01-04 20:00:00+01:00;7736,000;1,000;MESURE
2025-01-04 21:00:00+01:00;7822,000;1,000;MESURE
2025-01-04 22:00:00+01:00;6757,000;1,000;MESURE
2025-01-04 23:00:00+01:00;6718,000;1,000;MESURE
2025-01-05 00:00:00+01:00;6720,000;1,000;MESURE
2025-01-05 01:00:00+01:00;6746,000;1,000;MESURE
2025-01-05 02:00:00+01:00;6741,000;1,000;MESURE
2025-01-05 03:00:00+01:00;6775,000;1,000;MESURE
2025-01-05 04:00:00+01:00;6810,000;1,000;MESURE
2025-01-05 05:00:00+01:00;7854,000;1,000;MESURE
2025-01-05 06:00:00+01:00;7898,000;1,000;MESURE
2025-01-05 07:00:00+01:00;7590,000;1,000;MESURE
2025-01-05 08:00:00+01:00;0,000;1,000;MESURE
2025-01-05 09:00:00+01:00;0,000;1,000;MESURE
2025-01-05 10:00:00+01:00;0,000;1,000;MESURE
2025-01-05 11:00:00+01:00;0,000;1,000;MESURE
2025-01-05 12:00:00+01:00;0,000;1,000;MESURE
2025-01-05 13:00:00+01:00;0,000;1,000;MESURE
2025-01-05 14:00:00+01:00;0,000;1,000;MESURE
2025-01-05 15:00:00+01:00;0,000;1,000;MESURE
2025-01-05 16:00:00+01:00;0,000;1,000;MESURE
2025-01-05 17:00:00+01:00;4590,000;1,000;MESURE
2025-01-05 18:00:00+01:00;7742,000;1,000;MESURE
2025-01-05 19:00:00+01:00;7798,000;1,000;MESURE
2025-01-05 20:00:00+01:00;7845,000;1,000;MESURE
2025-01-05 21:00:00+01:00;7774,000;1,000;MESURE
2025-01-05 22:00:00+01:00;6667,000;1,000;MESURE
2025-01-05 23:00:00+01:00;6586,000;1,000;MESURE
2025-01-06 00:00:00+01:00;6639,000;1,000;MESURE
2025-01-06 01:00:00+01:00;6629,000;1,000;MESURE
2025-01-06 02:00:00+01:00;6623,000;1,000;MESURE
2025-01-06 03:00:00+01:00;6671,000;1,000;MESURE
2025-01-06 04:00:00+01:00;6673,000;1,000;MESURE
2025-01-06 05:00:00+01:00;7673,000;1,000;MESURE
2025-01-06 06:00:00+01:00;7664,000;1,000;MESURE
2025-01-06 07:00:00+01:00;7546,000;1,000;MESURE
2025-01-06 08:00:00+01:00;0,000;1,000;MESURE
2025-01-06 09:00:00+01:00;0,000;1,000;MESURE
2025-01-06 10:00:00+01:00;0,000;1,000;MESURE
2025-01-06 11:00:00+01:00;0,000;1,000;MESURE
2025-01-06 12:00:00+01:00;0,000;1,000;MESURE
2025-01-06 13:00:00+01:00;0,000;1,000;MESURE
2025-01-06 14:00:00+01:00;0,000;1,000;MESURE
2025-01-06 15:00:00+01:00;0,000;1,000;MESURE
2025-01-06 16:00:00+01:00;0,000;1,000;MESURE
2025-01-06 17:00:00+01:00;4483,000;1,000;MESURE
2025-01-06 18:00:00+01:00;7754,000;1,000;MESURE
2025-01-06 19:00:00+01:00;7756,000;1,000;MESURE
2025-01-06 20:00:00+01:00;7691,000;1,000;MESURE
2025-01-06 21:00:00+01:00;7758,000;1,000;MESURE
