horodate_locale;puissance_W;couverture;origine
2025-01-01 00:00:00+01:00;8051,000;1,000;MESURE
2025-01-01 01:00:00+01:00;8110,000;1,000;MESURE
2025-01-01 02:00:00+01:00;8082,000;1,000;MESURE
2025-01-01 03:00:00+01:00;8096,000;1,000;MESURE
2025-01-01 04:00:00+01:00;8108,000;1,000;MESURE
2025-01-01 05:00:00+01:00;8699,000;1,000;MESURE
2025-01-01 06:00:00+01:00;3565,000;1,000;MESURE
2025-01-01 07:00:00+01:00;1054,000;1,000;MESURE
2025-01-01 08:00:00+01:00;1066,000;1,000;MESURE
2025-01-01 09:00:00+01:00;1066,000;1,000;MESURE
2025-01-01 10:00:00+01:00;1018,000;1,000;MESURE
2025-01-01 11:00:00+01:00;630,000;1,000;MESURE
2025-01-01 12:00:00+01:00;339,000;1,000;MESURE
2025-01-01 13:00:00+01:00;329,000;1,000;MESURE
2025-01-01 14:00:00+01:00;445,000;1,000;MESURE
2025-01-01 15:00:00+01:00;2098,000;1,000;MESURE
2025-01-01 16:00:00+01:00;8823,000;1,000;MESURE
2025-01-01 17:00:00+01:00;8849,000;1,000;MESURE
2025-01-01 18:00:00+01:00;8875,000;1,000;MESURE
2025-01-01 19:00:00+01:00;8902,000;1,000;MESURE
2025-01-01 20:00:00+01:00;8463,000;1,000;MESURE
2025-01-01 21:00:00+01:00;8023,000;1,000;MESURE
2025-01-01 22:00:00+01:00;7969,000;0,500;INTERP_COURTE
2025-01-01 23:00:00+01:00;7915,000;0,000;INTERP_COURTE
2025-01-02 00:00:00+01:00;7861,000;1,000;MESURE
2025-01-02 01:00:00+01:00;7789,000;1,000;MESURE
2025-01-02 02:00:00+01:00;7777,000;1,000;MESURE
2025-01-02 03:00:00+01:00;7788,000;1,000;MESURE
2025-01-02 04:00:00+01:00;7706,000;1,000;MESURE
2025-01-02 05:00:00+01:00;8631,000;1,000;MESURE
2025-01-02 06:00:00+01:00;8832,000;1,000;MESURE
2025-01-02 07:00:00+01:00;8711,000;1,000;MESURE
2025-01-02 08:00:00+01:00;1021,000;1,000;MESURE
2025-01-02 09:00:00+01:00;1016,000;1,000;MESURE
2025-01-02 10:00:00+01:00;741,000;1,000;MESURE
2025-01-02 11:00:00+01:00;412,000;1,000;MESURE
2025-01-02 12:00:00+01:00;253,000;1,000;MESURE
2025-01-02 13:00:00+01:00;181,000;1,000;MESURE
2025-01-02 14:00:00+01:00;165,000;1,000;MESURE
2025-01-02 15:00:00+01:00;201,000;1,000;MESURE
2025-01-02 16:00:00+01:00;267,000;1,000;MESURE
2025-01-02 17:00:00+01:00;5396,000;1,000;MESURE
2025-01-02 18:00:00+01:00;8127,000;1,000;MESURE
2025-01-02 19:00:00+01:00;8203,000;1,000;MESURE
2025-01-02 20:00:00+01:00;8269,000;1,000;MESURE
2025-01-02 21:00:00+01:00;8360,000;1,000;MESURE
2025-01-02 22:00:00+01:00;7753,000;1,000;MESURE
2025-01-02 23:00:00+01:00;7790,000;1,000;MESURE
2025-01-03 00:00:00+01:00;7802,000;1,000;MESURE
2025-01-03 01:00:00+01:00;7831,000;1,000;MESURE
2025-01-03 02:00:00+01:00;7875,000;1,000;MESURE
2025-01-03 03:00:00+01:00;7977,000;1,000;MESURE
2025-01-03 04:00:00+01:00;7995,000;1,000;MESURE
2025-01-03 05:00:00+01:00;8787,000;1,000;MESURE
2025-01-03 06:00:00+01:00;8942,000;1,000;MESURE
2025-01-03 07:00:00+01:00;8809,000;1,000;MESURE
2025-01-03 08:00:00+01:00;1063,000;1,000;MESURE
2025-01-03 09:00:00+01:00;1054,000;1,000;MESURE
2025-01-03 10:00:00+01:00;1058,000;1,000;MESURE
2025-01-03 11:00:00+01:00;773,000;1,000;MESURE
2025-01-03 12:00:00+01:00;430,000;1,000;MESURE
2025-01-03 13:00:00+01:00;197,000;1,000;MESURE
2025-01-03 14:00:00+01:00;137,000;1,000;MESURE
2025-01-03 15:00:00+01:00;233,000;1,000;MESURE
2025-01-03 16:00:00+01:00;373,000;1,000;MESURE
2025-01-03 17:00:00+01:00;5637,000;1,000;MESURE
2025-01-03 18:00:00+01:00;8677,000;1,000;MESURE
2025-01-03 19:00:00+01:00;8898,000;1,000;MESURE
