horodate_locale;puissance_W;couverture;origine
2025-01-01 00:00:00+01:00;9109,000;1,000;MESURE
2025-01-01 01:00:00+01:00;9355,000;1,000;MESURE
2025-01-01 02:00:00+01:00;9301,000;1,000;MESURE
2025-01-01 03:00:00+01:00;9329,000;1,000;MESURE
2025-01-01 04:00:00+01:00;9337,000;1,000;MESURE
2025-01-01 05:00:00+01:00;9348,000;1,000;MESURE
2025-01-01 06:00:00+01:00;9315,000;1,000;MESURE
2025-01-01 07:00:00+01:00;9357,000;1,000;MESURE
2025-01-01 08:00:00+01:00;2881,000;1,000;MESURE
2025-01-01 09:00:00+01:00;0,000;1,000;MESURE
2025-01-01 10:00:00+01:00;0,000;1,000;MESURE
2025-01-01 11:00:00+01:00;0,000;1,000;MESURE
2025-01-01 12:00:00+01:00;0,000;1,000;MESURE
2025-01-01 13:00:00+01:00;0,000;1,000;MESURE
2025-01-01 14:00:00+01:00;0,000;1,000;MESURE
2025-01-01 15:00:00+01:00;0,000;1,000;MESURE
2025-01-01 16:00:00+01:00;0,000;1,000;MESURE
2025-01-01 17:00:00+01:00;6794,000;1,000;MESURE
2025-01-01 18:00:00+01:00;9253,000;1,000;MESURE
2025-01-01 19:00:00+01:00;9003,000;1,000;MESURE
2025-01-01 20:00:00+01:00;9045,000;1,000;MESURE
2025-01-01 21:00:00+01:00;9142,000;1,000;MESURE
2025-01-01 22:00:00+01:00;9262,000;1,000;MESURE
2025-01-01 23:00:00+01:00;9178,000;1,000;MESURE
2025-01-02 00:00:00+01:00;9326,000;1,000;MESURE
2025-01-02 01:00:00+01:00;9267,000;1,000;MESURE
2025-01-02 02:00:00+01:00;9320,000;1,000;MESURE
2025-01-02 03:00:00+01:00;9333,000;1,000;MESURE
2025-01-02 04:00:00+01:00;9279,000;1,000;MESURE
2025-01-02 05:00:00+01:00;9283,000;1,000;MESURE
2025-01-02 06:00:00+01:00;9315,000;1,000;MESURE
2025-01-02 07:00:00+01:00;8599,000;1,000;MESURE
2025-01-02 08:00:00+01:00;0,000;1,000;MESURE
2025-01-02 09:00:00+01:00;0,000;1,000;MESURE
2025-01-02 10:00:00+01:00;0,000;1,000;MESURE
2025-01-02 11:00:00+01:00;0,000;1,000;MESURE
2025-01-02 12:00:00+01:00;0,000;1,000;MESURE
2025-01-02 13:00:00+01:00;0,000;1,000;MESURE
2025-01-02 14:00:00+01:00;0,000;1,000;MESURE
2025-01-02 15:00:00+01:00;1995,000;1,000;MESURE
2025-01-02 16:00:00+01:00;9364,000;1,000;MESURE
2025-01-02 17:00:00+01:00;9146,000;1,000;MESURE
2025-01-02 18:00:00+01:00;9190,000;1,000;MESURE
2025-01-02 19:00:00+01:00;9339,000;1,000;MESURE
